Name,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites
Sekiranun Graffiti,Music,1,Finished Airing,"Aug 13, 2011",Sony Music Entertainment,"None found, add some",Studio Deen,Game,,Music,3 min.,G - All Ages,"6.93 scored by 3,898 users",#4147,#6563,"6,405",18
Sekai Meisaku Douwa: Hakuchou no Mizuumi,Movie,1,Finished Airing,"Mar 14, 1981",Toei Video,Discotek Media,Toei Animation,Unknown,"Drama, Romance, Fantasy",,1 hr. 15 min.,G - All Ages,"6.93 scored by 1,606 users",#4146,#8232,"3,514",18
Seihou Bukyou Outlaw Star Pilot,Special,1,Finished Airing,"Sep 22, 2006","Sotsu, Victor Entertainment","None found, add some",Sunrise,Manga,"Sci-Fi, Action",Space,1 min.,R+ - Mild Nudity,"6.93 scored by 2,375 users",#4145,#6626,"6,267",16
Ryuusei no Rockman Tribe,TV,21,Finished Airing,"Nov 3, 2007 to Mar 29, 2008",Half H.P Studio,"None found, add some",Xebec,Game,,,10 min. per ep.,PG - Children,"6.93 scored by 2,683 users",#4144,#6726,"6,034",18
Rocket Girls,TV,12,Finished Airing,"Feb 22, 2007 to May 18, 2007",Happinet Pictures,"Bandai Entertainment, Sentai Filmworks",Mook DLE,Light novel,"Adventure, Sci-Fi",Space,23 min. per ep.,PG-13 - Teens 13 or older,"6.93 scored by 2,616 users",#4143,#6054,"7,858",10
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,OVA,1,Finished Airing,"Nov 25, 2011","None found, add some","None found, add some",Toei Animation,Original,,"Mahou Shoujo, Music",14 min.,G - All Ages,6.93 scored by None users,#4142,#9374,"2,257",2
Pita Ten,TV,26,Finished Airing,"Apr 7, 2002 to Sep 29, 2002",Broccoli,Nozomi Entertainment,Madhouse,Manga,"Romance, Fantasy, Comedy",School,24 min. per ep.,G - All Ages,"6.93 scored by 10,053 users",#4141,#3977,"21,978",81
Ochamegami Monogatari: Korokoro Pollon,TV,46,Finished Airing,"May 8, 1982 to Mar 26, 1984","None found, add some","None found, add some",Kokusai Eigasha,Manga,,Parody,22 min. per ep.,G - All Ages,"6.93 scored by 1,275 users",#4140,#8980,"2,653",5
Obey Me!: Makai Dai Ryokou!,Special,1,Finished Airing,"Apr 2, 2021","None found, add some","None found, add some",Colored Pencil Animation,Game,"Fantasy, Comedy",Mythology,3 min.,PG-13 - Teens 13 or older,"6.93 scored by 1,412 users",#4139,#8988,"2,647",4
Night Walker: Mayonaka no Tantei,TV,12,Finished Airing,"Jul 9, 1998 to Sep 23, 1998","Bandai Visual, Memory-Tech, Half H.P Studio, BeSTACK","Central Park Media, Discotek Media",AIC,Visual novel,"Horror, Mystery, Action",Vampire,25 min. per ep.,R+ - Mild Nudity,"6.93 scored by 6,763 users",#4138,#4320,"18,216",87
My Song,Music,1,Finished Airing,"Jan 6, 2022","None found, add some","None found, add some",Hololive Production,Original,,Music,3 min.,G - All Ages,6.93 scored by None users,#4137,#15403,273,0
Lupin III: Lupin Ansatsu Shirei,Special,1,Finished Airing,"Jul 23, 1993",Tokyo Movie Shinsha,"Funimation, Discotek Media","None found, add some",Unknown,"Adventure, Mystery, Action, Comedy",Adult Cast,1 hr. 30 min.,PG-13 - Teens 13 or older,"6.93 scored by 2,865 users",#4136,#6405,"6,810",2
Hellsing: Psalm of the Darkness,Special,1,Finished Airing,"Aug 3, 2001",Pioneer LDC,"None found, add some",Gonzo,Manga,"Supernatural, Action",Vampire,3 min.,R - 17+ (violence & profanity),"6.92 scored by 10,255 users",#4200,#3459,"29,423",39
Haru Dorobou,Music,1,Finished Airing,"Jan 9, 2021","None found, add some","None found, add some",MORIE Inc.,Original,"Drama, Romance",Music,5 min.,G - All Ages,6.92 scored by None users,#4199,#13653,447,0
Lupin III: Harimao no Zaihou wo Oe!!,Special,1,Finished Airing,"Aug 4, 1995","TMS Entertainment, VAP","Funimation, Discotek Media","None found, add some",Manga,"Adventure, Mystery, Action, Comedy",Adult Cast,1 hr. 30 min.,PG-13 - Teens 13 or older,"6.93 scored by 2,615 users",#4135,#6660,"6,162",2
Grisaia: Phantom Trigger The Animation,Movie,2,Finished Airing,"Mar 15, 2019",Magic Capsule,"None found, add some",Bibury Animation Studios,Visual novel,,School,49 min. per ep.,R - 17+ (violence & profanity),"6.92 scored by 14,240 users",#4198,#2168,"68,709",107
Gravitation: Lyrics of Love,OVA,2,Finished Airing,"Jul 23, 1999 to Sep 22, 1999","animate Film, Movic, Aniplex",Nozomi Entertainment,Plum,Manga,"Romance, Boys Love, Comedy",,26 min. per ep.,R - 17+ (violence & profanity),"6.92 scored by 17,535 users",#4197,#3377,"30,761",76
gdgd Fairies 2,TV,12,Finished Airing,"Jan 10, 2013 to Mar 28, 2013","Strawberry Meets Pictures, Bouncy","None found, add some","None found, add some",Original,"Fantasy, Comedy",,15 min. per ep.,PG - Children,"6.92 scored by 1,188 users",#4195,#9294,"2,325",19
Gokujou Seitokai,TV,26,Finished Airing,"Apr 7, 2005 to Sep 29, 2005",Konami,ADV Films,J.C.Staff,Original,"Slice of Life, Comedy",School,25 min. per ep.,PG-13 - Teens 13 or older,"6.92 scored by 6,405 users",#4196,#4311,"18,328",56
Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,Special,5,Finished Airing,"Sep 25, 2015 to Jan 29, 2016","Lantis, DAX Production",Sentai Filmworks,SILVER LINK.,Manga,"Ecchi, Comedy",Mahou Shoujo,6 min. per ep.,PG-13 - Teens 13 or older,"6.92 scored by 14,892 users",#4194,#3260,"33,259",19
Endro~!,TV,12,Finished Airing,"Jan 13, 2019 to Mar 31, 2019",Egg Firm,Funimation,Studio Gokumi,Original,"Slice of Life, Fantasy",CGDCT,23 min. per ep.,PG-13 - Teens 13 or older,"6.92 scored by 23,620 users",#4193,#2209,"67,211",156
Devils Line: Anytime Anywhere,OVA,1,Finished Airing,"Aug 23, 2018","None found, add some","None found, add some",Platinum Vision,Manga,"Drama, Romance, Supernatural, Action",Vampire,25 min.,R - 17+ (violence & profanity),"6.92 scored by 7,383 users",#4192,#4260,"18,801",22
Dennou Boukenki Webdiver,TV,52,Finished Airing,"Apr 6, 2001 to Mar 23, 2002",Radix,"None found, add some",Nippon Animation,Original,"Adventure, Sci-Fi",Mecha,24 min. per ep.,PG - Children,6.92 scored by None users,#4191,#9355,"2,273",16
Days (TV) OVA,OVA,2,Finished Airing,"Mar 17, 2017 to May 17, 2017","None found, add some","None found, add some",MAPPA,Manga,,"School, Team Sports",25 min. per ep.,PG-13 - Teens 13 or older,"6.92 scored by 1,646 users",#4190,#6058,"7,841",7
Black Shout,Music,1,Finished Airing,"Feb 5, 2017","None found, add some","None found, add some","None found, add some",Original,,Music,1 min.,G - All Ages,"6.92 scored by 1,361 users",#4189,#9000,"2,630",4
Battle Programmer Shirase,TV,15,Finished Airing,"Oct 4, 2003 to Jan 4, 2004",GANSIS,Maiden Japan,AIC,Original,"Ecchi, Sci-Fi, Comedy",,12 min. per ep.,PG-13 - Teens 13 or older,"6.92 scored by 15,169 users",#4188,#3301,"32,387",103
Arknights,ONA,Unknown,Currently Airing,"Nov 19, 2019 to ?","None found, add some","None found, add some",Yostar Pictures,Game,"Action, Fantasy",Video Game,30 sec.,PG-13 - Teens 13 or older,6.92 scored by None users,#4187,#9638,"2,036",25
Aoki Ryuusei SPT Layzner,TV,38,Finished Airing,"Oct 3, 1985 to Jun 26, 1986","None found, add some","None found, add some",Sunrise,Original,,"Space, Mecha, Military",24 min. per ep.,PG-13 - Teens 13 or older,"6.92 scored by 1,366 users",#4186,#6883,"5,686",27
Animation Seisaku Shinkou Kuromi-chan,OVA,1,Finished Airing,"Mar 30, 2001",DAX Production,Central Park Media,Yumeta Company,Original,"Drama, Comedy","Parody, Otaku Culture",38 min.,PG-13 - Teens 13 or older,"6.92 scored by 4,461 users",#4185,#5712,"9,026",7
Uchi no Maid ga Uzasugiru!,TV,12,Finished Airing,"Oct 5, 2018 to Dec 21, 2018","Sony Music Communications, Kadokawa, Kadokawa Media House, Futabasha, AT-X, NTT Plala","None found, add some",Doga Kobo,Manga,"Slice of Life, Girls Love, Comedy",,23 min. per ep.,PG-13 - Teens 13 or older,"6.91 scored by 45,636 users",#4250,#1626,"106,117",177
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,TV,12,Finished Airing,"Apr 5, 2015 to Jun 28, 2015","JP Room, Just Production, Bouncy","None found, add some",Yaoyorozu,Original,,"School, Parody",23 min. per ep.,PG-13 - Teens 13 or older,"6.91 scored by 1,280 users",#4249,#8011,"3,846",14
Tennis no Ouji-sama: The Band of Princes Film Kick the Future,Music,1,Finished Airing,"Dec 21, 2003","None found, add some","None found, add some","None found, add some",Unknown,,Music,11 min.,PG-13 - Teens 13 or older,"6.91 scored by 2,213 users",#4248,#7197,"5,062",28
Tengen Toppa Gurren Lagann: Parallel Works 2,Music,7,Finished Airing,"May 26, 2010","None found, add some","None found, add some",Gainax,Original,,"Music, Mecha",5 min. per ep.,PG-13 - Teens 13 or older,"6.91 scored by 9,702 users",#4247,#4007,"21,558",13
Sumomomo Momomo: Chijou Saikyou no Yome Specials,Special,2,Finished Airing,"Sep 4, 2007",Square Enix,"None found, add some",Studio Hibari,Manga,"Ecchi, Romance, Comedy",Martial Arts,23 min. per ep.,PG-13 - Teens 13 or older,"6.91 scored by 5,447 users",#4246,#5155,"11,664",6
Shinigami no Ballad.,TV,6,Finished Airing,"Mar 3, 2006 to Apr 7, 2006",Pony Canyon,Maiden Japan,"Ginga Ya, Group TAC",Light novel,"Drama, Supernatural, Fantasy",Psychological,25 min. per ep.,PG-13 - Teens 13 or older,"6.91 scored by 18,497 users",#4245,#2779,"43,855",89
Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,Special,4,Finished Airing,"Nov 29, 2017 to Feb 28, 2018","King Records, Kinyosha, Memory-Tech, Bushiroad, MAGES.","None found, add some",Satelight,Original,"Slice of Life, Sci-Fi, Comedy","Idols (Female), Music",7 min. per ep.,PG-13 - Teens 13 or older,"6.91 scored by 1,436 users",#4244,#7695,"4,293",3
Sangenshoku,Music,1,Finished Airing,"Jul 3, 2021","None found, add some","None found, add some","None found, add some",Other,,Music,3 min.,PG-13 - Teens 13 or older,6.91 scored by None users,#4243,#14133,381,0
Prince of Stride: Alternative,TV,12,Finished Airing,"Jan 5, 2016 to Mar 22, 2016",Media Factory,Funimation,Madhouse,Visual novel,"Drama, Sports",School,24 min. per ep.,PG-13 - Teens 13 or older,"6.91 scored by 75,062 users",#4242,#1168,"162,237",600
Persona 5 the Animation Specials,Special,2,Finished Airing,"May 29, 2019 to Jun 26, 2019","None found, add some","None found, add some",CloverWorks,Game,"Slice of Life, Comedy",,23 min. per ep.,R - 17+ (violence & profanity),"6.91 scored by 4,215 users",#4240,#5130,"11,871",11
Persona 5 the Animation TV Specials,Special,2,Finished Airing,"Dec 31, 2018 to Mar 23, 2019","None found, add some",Aniplex of America,CloverWorks,Game,"Supernatural, Action, Fantasy",School,50 min. per ep.,R - 17+ (violence & profanity),"6.91 scored by 15,317 users",#4241,#3475,"29,260",30
Overman King Gainer,TV,26,Finished Airing,"Sep 7, 2002 to Mar 22, 2003",WOWOW,"Bandai Entertainment, Sentai Filmworks",Sunrise,Original,"Adventure, Sci-Fi, Action",Mecha,25 min. per ep.,PG-13 - Teens 13 or older,"6.91 scored by 3,483 users",#4239,#5183,"11,480",30
Ookami to Koushinryou VR,ONA,4,Finished Airing,"Jun 3, 2019","None found, add some","None found, add some","None found, add some",Light novel,"Adventure, Fantasy","Adult Cast, Historical",7 min. per ep.,PG-13 - Teens 13 or older,"6.91 scored by 1,527 users",#4238,#4773,"14,172",61
Onegai! Samia Don,TV,39,Finished Airing,"Apr 2, 1985 to Feb 4, 1986","Tokyo Movie Shinsha, NHK","None found, add some",TMS Entertainment,Unknown,"Slice of Life, Fantasy, Comedy",,26 min. per ep.,G - All Ages,6.91 scored by None users,#4237,#11513,972,1
One Punch Man 2nd Season Commemorative Special,Special,1,Finished Airing,"Apr 3, 2019","None found, add some",VIZ Media,J.C.Staff,Web manga,"Supernatural, Sci-Fi, Action, Comedy","Super Power, Parody",24 min.,R - 17+ (violence & profanity),"6.91 scored by 21,276 users",#4236,#2545,"52,091",68
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,Movie,1,Finished Airing,"Mar 2, 2002",Fujipacific Music,"None found, add some",Toei Animation,Manga,"Adventure, Action, Fantasy, Comedy",Super Power,55 min.,PG-13 - Teens 13 or older,"6.91 scored by 40,952 users",#4235,#2127,"70,955",24
Dual! Parallel Runrun Monogatari Special,Special,1,Finished Airing,"Dec 22, 1999","None found, add some",Geneon Entertainment USA,AIC,Original,"Drama, Romance, Sci-Fi, Comedy","Mecha, Harem, Isekai",29 min.,PG-13 - Teens 13 or older,"6.89 scored by 2,721 users",#4300,#7199,"5,059",7
Dog Days,TV,13,Finished Airing,"Apr 2, 2011 to Jun 25, 2011","Good Smile Company, Aniplex","None found, add some",Seven Arcs,Original,"Adventure, Action, Fantasy",Isekai,24 min. per ep.,PG-13 - Teens 13 or older,"6.89 scored by 82,351 users",#4299,#1059,"176,815",552
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,Movie,1,Finished Airing,"Apr 15, 2017","None found, add some","None found, add some",Shin-Ei Animation,Manga,"Adventure, Sci-Fi, Comedy",,1 hr. 45 min.,G - All Ages,"6.89 scored by 1,120 users",#4298,#9188,"2,422",0
Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,Special,1,Finished Airing,"Mar 25, 2020","Ai Addiction, Lantis",Sentai Filmworks,Studio Deen,Novel,"Slice of Life, Comedy",School,24 min.,PG-13 - Teens 13 or older,"6.89 scored by 2,222 users",#4297,#6885,"5,687",2
Cello Hiki no Gauche (1982),Movie,1,Finished Airing,"Jan 23, 1982","None found, add some","None found, add some",Oh! Production,Book,"Drama, Fantasy",Music,1 hr. 3 min.,G - All Ages,"6.89 scored by 4,929 users",#4296,#4920,"13,056",19
Blood: The Last Vampire,Movie,1,Finished Airing,"Nov 18, 2000","Sony Interactive Entertainment, Aniplex",Manga Entertainment,Production I.G,Original,"Horror, Supernatural","Gore, Vampire",48 min.,R - 17+ (violence & profanity),"6.89 scored by 55,632 users",#4295,#1703,"100,742",215
Aisai,Music,1,Finished Airing,"Dec 24, 2021","None found, add some","None found, add some","None found, add some",Original,,Music,4 min.,PG-13 - Teens 13 or older,6.89 scored by None users,#4294,#13844,416,2
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",Special,1,Finished Airing,"Jul 5, 2017","None found, add some",Funimation,Shuka,Original,"Drama, Action","Organized Crime, Historical",24 min.,R - 17+ (violence & profanity),"6.89 scored by 24,774 users",#4293,#2700,"46,672",25
Mai-HiME Specials,Special,27,Finished Airing,"Jan 28, 2005 to Jan 27, 2010","None found, add some",Bandai Entertainment,Sunrise,Original,,,1 min. per ep.,PG-13 - Teens 13 or older,"6.90 scored by 5,484 users",#4292,#5191,"11,425",15
Lupin III: Hemingway Paper no Nazo,Special,1,Finished Airing,"Jul 20, 1990",VAP,Discotek Media,Tokyo Movie Shinsha,Unknown,"Adventure, Mystery, Action, Comedy",Adult Cast,1 hr. 32 min.,PG-13 - Teens 13 or older,"6.90 scored by 2,514 users",#4291,#6767,"5,948",5
Kurozuka,TV,12,Finished Airing,"Oct 7, 2008 to Dec 23, 2008","Sony Pictures Entertainment, Mill Creek Entertainment","None found, add some",Madhouse,Manga,"Drama, Horror, Sci-Fi, Romance, Action","Vampire, Historical",23 min. per ep.,R - 17+ (violence & profanity),"6.90 scored by 30,617 users",#4290,#1842,"88,935",286
Koutetsujou no Kabaneri: Ran - Hajimaru Michiato,Special,1,Finished Airing,"Sep 22, 2018","None found, add some","None found, add some",Wit Studio,Game,,,1 min.,PG-13 - Teens 13 or older,"6.90 scored by 2,226 users",#4289,#6272,"7,178",10
Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,Special,1,Finished Airing,"Jul 24, 2007","None found, add some",Bandai Entertainment,Production I.G,Manga,"Sci-Fi, Comedy",Mecha,4 min.,PG - Children,"6.90 scored by 4,508 users",#4288,#5118,"11,945",11
Kinnikuman II Sei,TV,51,Finished Airing,"Jan 9, 2002 to Dec 25, 2002","Yomiuri Advertising, TV Tokyo",4Kids Entertainment,Toei Animation,Manga,"Sports, Sci-Fi, Action, Comedy","Combat Sports, Martial Arts",24 min. per ep.,PG-13 - Teens 13 or older,"6.90 scored by 7,991 users",#4287,#4664,"14,998",50
Kami nomi zo Shiru Sekai: Flag 0,OVA,1,Finished Airing,"Sep 17, 2010","None found, add some",Sentai Filmworks,Manglobe,Manga,"Supernatural, Comedy",,1 min.,PG-13 - Teens 13 or older,"6.90 scored by 29,737 users",#4286,#2350,"60,081",56
Kaitou Joker,TV,13,Finished Airing,"Oct 6, 2014 to Jan 5, 2015","Asatsu DK, Tokyo MX","None found, add some",Shin-Ei Animation,Manga,"Adventure, Mystery, Comedy",,24 min. per ep.,PG - Children,"6.90 scored by 4,849 users",#4285,#5007,"12,597",101
Tezuka Osamu no Buddha: Owarinaki Tabi,Movie,1,Finished Airing,"Feb 8, 2014",Tezuka Productions,"None found, add some",Toei Animation,Manga,"Drama, Supernatural",Historical,1 hr. 25 min.,PG-13 - Teens 13 or older,"6.88 scored by 1,148 users",#4350,#8245,"3,499",1
Tennis no Ouji-sama: Mini Theater,Special,3,Finished Airing,"Dec 22, 2009",M.S.C,"None found, add some","None found, add some",Manga,,,2 min. per ep.,PG-13 - Teens 13 or older,"6.88 scored by 1,702 users",#4349,#7772,"4,182",2
Tegamibachi: Omakebachi,Special,25,Finished Airing,"Dec 22, 2010 to Aug 26, 2011","None found, add some","None found, add some",Studio Pierrot,Original,,,3 min. per ep.,PG-13 - Teens 13 or older,6.88 scored by None users,#4348,#7097,"5,207",3
Super Fishing Grander Musashi,TV,25,Finished Airing,"Apr 2, 1997 to Sep 24, 1997","None found, add some","None found, add some",Nippon Animation,Unknown,"Adventure, Sports",,25 min. per ep.,PG-13 - Teens 13 or older,"6.88 scored by 1,796 users",#4347,#7778,"4,169",10
Shisha no Teikoku,Movie,1,Finished Airing,"Oct 2, 2015","None found, add some",Funimation,Wit Studio,Novel,,"Psychological, Historical",2 hr.,R - 17+ (violence & profanity),"6.88 scored by 25,879 users",#4346,#2053,"74,505",231
Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,Movie,1,Finished Airing,"Jul 19, 2008","Universal Studios, Studio Jack",The Pokemon Company International,OLM,Game,"Adventure, Action, Fantasy",,1 hr. 36 min.,PG - Children,"6.88 scored by 49,393 users",#4345,#1987,"79,358",30
Nakanohito Genome [Jikkyouchuu],TV,12,Finished Airing,"Jul 7, 2019 to Sep 22, 2019","Bandai Namco Arts, Kadokawa, Kadokawa Media House, Muse Communication, Lantis, AT-X, Bit Promotion, Docomo Anime Store",Funimation,SILVER LINK.,Web manga,"Drama, Comedy",Video Game,23 min. per ep.,PG-13 - Teens 13 or older,"6.88 scored by 47,028 users",#4344,#1558,"111,771",519
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,TV,12,Finished Airing,"Jul 7, 2020 to Sep 22, 2020","Lantis, Bridge",Funimation,Studio Deen,Manga,"Drama, Action, Mystery, Supernatural, Comedy",,23 min. per ep.,PG-13 - Teens 13 or older,"6.88 scored by 5,655 users",#4343,#3929,"22,666",39
Mokke Specials,Special,2,Finished Airing,"Jan 25, 2008 to May 23, 2008",Kodansha,"None found, add some",Madhouse,Unknown,"Slice of Life, Mystery, Supernatural",Iyashikei,23 min. per ep.,PG - Children,6.88 scored by None users,#4342,#9636,"2,037",0
Xi Xing Ji: Jijie Pian,ONA,22,Finished Airing,"Sep 28, 2019 to Jan 31, 2020","Tencent Penguin Pictures, iQIYI","None found, add some",BYMENT,Manga,"Adventure, Action, Fantasy","Martial Arts, Historical",14 min. per ep.,PG-13 - Teens 13 or older,6.89 scored by None users,#4340,#12585,662,6
Yu☆Gi☆Oh! (Movie),Movie,1,Finished Airing,"Mar 6, 1999","None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Fantasy, Comedy",Strategy Game,30 min.,PG - Children,"6.89 scored by 27,511 users",#4341,#2658,"48,186",103
VS Knight Lamune & 40 Fire,TV,26,Finished Airing,"Apr 3, 1996 to Sep 25, 1996","None found, add some","Directions, Discotek Media",Production Reed,Original,"Action, Fantasy, Comedy",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,6.89 scored by None users,#4338,#9093,"2,525",12
Wakaba*Girl,TV,13,Finished Airing,"Jul 3, 2015 to Sep 25, 2015","NBCUniversal Entertainment Japan, Showgate",Sentai Filmworks,Nexus,4-koma manga,"Slice of Life, Comedy","School, CGDCT",7 min. per ep.,PG-13 - Teens 13 or older,"6.89 scored by 17,802 users",#4339,#2910,"40,596",65
Vandread: Gekitou-hen,OVA,1,Finished Airing,"Oct 25, 2002","None found, add some",Funimation,Gonzo,Original,"Ecchi, Sci-Fi, Adventure, Action, Comedy","Space, Mecha",1 hr. 26 min.,PG-13 - Teens 13 or older,"6.89 scored by 2,702 users",#4337,#6287,"7,131",3
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,Special,1,Finished Airing,"Apr 24, 2019","None found, add some","None found, add some",Doga Kobo,Manga,"Slice of Life, Girls Love, Comedy",,24 min.,PG-13 - Teens 13 or older,"6.89 scored by 8,369 users",#4336,#4495,"16,574",3
